Name,Family,Infraorder,Suborder,Order,Taxon Size,Diet,Max MYA,Min MYA,Lifespan (MYA),Early Age,Late Age,Early Period,Late Period,Avialae
Gryphoceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Helioceratops,Archaeoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,121.4,100.5,20.900000000000006,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,False
Ischioceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Koreaceratops,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,113.0,100.5,12.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Leptoceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Montanoceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Prenoceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Udanoceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Unescoceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Zhuchengceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Aquilops,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,109.9,100.5,9.400000000000006,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Archaeoceratops,Archaeoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,2,Herbivore,121.4,109.9,11.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,False
Asiaceratops,Leptoceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,False
Auroraceratops,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,113.0,109.9,3.0999999999999943,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Beg,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,106.2,93.9,12.299999999999997,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous,False
Graciliceratops,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Liaoceratops,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Mosaiceratops,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,93.9,72.1,21.80000000000001,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Sasayamagnomus,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,113.0,109.9,3.0999999999999943,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Yamaceratops,,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Albertaceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Lokiceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Medusaceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Centrosaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Coronosaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Rubeosaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Spinops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Styracosaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Avaceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Crittendenceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Furcatoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Nasutoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Yehuecauhceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Achelousaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Einiosaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Pachyrhinosaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,3,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Diabloceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Machairoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Menefeeceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Monoclonius,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Sinoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Stellasaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Wendiceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Xenoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Eotriceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Regaliceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Titanoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Torosaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,2,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Triceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,4,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Agujaceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Anchiceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Arrhinoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Bisticeratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Bravoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Chasmosaurus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,2,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Coahuilaceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Judiceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Kosmoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Navajoceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Pentaceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Sierraceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Spiclypeus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Terminocavus,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Utahceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Vagaceratops,Ceratopsidae,Ceratopsia,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Albalophosaurus,,,Neornithischia,Ornithischia,1,Herbivore,125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Micropachycephalosaurus,,,Neornithischia,Ornithischia,1,Herbivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Notoceratops,,,,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Psittacosaurus,Psittacosauridae,Ceratopsia,Neornithischia,Ornithischia,9,Herbivore,139.8,100.5,39.30000000000001,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous,False
Serendipaceratops,,,,Ornithischia,1,Herbivore,119.5,113.0,6.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Homalocephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Pachycephalosaurus,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Prenocephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Stegoceras,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,2,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Alaskacephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Acrotholus,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Foraminacephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Platytholus,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Sphaerotholus,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,5,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Amtocephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Colepiocephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Gravitholus,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,0,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Hanssuesia,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Sinocephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Tylocephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Goyocephale,Pachycephalosauridae,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Tianyulong,Heterodontosauridae,,,Ornithischia,1,Herbivore,168.2,152.2,16.0,Bathonian,Kimmeridgian,Middle Jurassic,Upper Jurassic,False
Wannanosaurus,,Pachycephalosauria,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Gasparinisaura,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Daurosaurus,,,Neornithischia,Ornithischia,1,Herbivore,168.2,145.0,23.19999999999999,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic,False
Hypsilophodon,Hypsilophodontidae,,Neornithischia,Ornithischia,1,Herbivore,154.8,119.5,35.30000000000001,Kimmeridgian,Aptian,Upper Jurassic,Lower Cretaceous,False
Vectidromeus,Hypsilophodontidae,,Neornithischia,Ornithischia,1,Herbivore,145.0,100.5,44.5,Berriasian,Albian,Lower Cretaceous,Lower Cretaceous,False
Lophorhothon,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Barilium,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,139.8,121.4,18.400000000000006,Valanginian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Bolong,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Jinzhousaurus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Altirhinus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,109.9,100.5,9.400000000000006,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Hypselospinus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,140.6,132.6,8.0,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Ouranosaurus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,121.4,66.0,55.400000000000006,Aptian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,False
Bayannurosaurus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,121.4,119.5,1.9000000000000057,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Camptosaurus,Camptosauridae,Ornithopoda,Neornithischia,Ornithischia,2,Herbivore,157.9,145.0,12.900000000000006,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,False
Iguanodon,Iguanodontidae,Ornithopoda,Neornithischia,Ornithischia,4,Herbivore,154.8,66.0,88.80000000000001,Kimmeridgian,Maastrichtian,Upper Jurassic,Upper Cretaceous,False
Oblitosaurus,,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,152.2,145.0,7.199999999999989,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Acristavus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Brachylophosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Hadrosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Maiasaura,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Ornatops,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Probrachylophosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Wulagasaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Edmontosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,2,Herbivore,89.8,66.0,23.799999999999997,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Kerberosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Shantungosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,100.5,66.0,34.5,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Ugrunaaluk,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Gryposaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,4,Herbivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Huallasaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Kelumapusaura,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Kritosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,2,Herbivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Naashoibitosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Secernosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Augustynolophus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Bonapartesaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Prosaurolophus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Saurolophus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,2,Herbivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Anasazisaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Kamuysaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Mandschurosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,121.4,66.0,55.400000000000006,Aptian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,False
Adynomosaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Ajnabia,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Arenysaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Blasisaurus,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Canardia,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Minqaria,Hadrosauridae,Ornithopoda,Neornithischia,Ornithischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
